DESCRIPTION,BRAND,CATEGORY,BARCODE,BATCH,"INBOUND DATE",WAREHOUSE,SUPPLIER,"SUPPLIER TYPE",STAFF
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-283,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-284,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-285,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-286,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-287,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-288,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-289,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-290,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-291,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-292,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-293,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-294,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-295,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-296,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-297,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-298,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-299,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-300,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-301,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-302,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-303,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-304,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-305,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-306,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-307,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-308,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-309,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-310,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-311,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-312,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-313,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Asus 19V 3.42A Small Pin",ASUS,"Laptop Charger",AS342S-314,PObatch-1358,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1102,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1103,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1104,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1105,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1106,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1107,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1108,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1109,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1110,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1111,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1112,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1113,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1114,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1115,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1116,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1117,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1118,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1119,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1120,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1121,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1122,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1123,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1124,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1125,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1126,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1127,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1128,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1129,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1130,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1131,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1132,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1133,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1134,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1135,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1136,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1137,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1138,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1139,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1140,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1141,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1142,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1143,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1144,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1145,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1146,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1147,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1148,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1149,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1150,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1151,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1152,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1153,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1154,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1155,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1156,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1157,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1158,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1159,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1160,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1161,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1162,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1163,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1164,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1165,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1166,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1167,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1168,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1169,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1170,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1171,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1172,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1173,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1174,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1175,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1176,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1177,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1178,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1179,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1180,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1181,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1182,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1183,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1184,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1185,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1186,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1187,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1188,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1189,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1190,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1191,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1192,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1193,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1194,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1195,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1196,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1197,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1198,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1199,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1200,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1201,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1252,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1253,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1254,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1255,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1256,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1257,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1258,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1259,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1260,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1261,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1262,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1263,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1264,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1265,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1266,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1267,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1268,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1269,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1270,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1271,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1272,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1273,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1274,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
"Laptop Charger Acer 19V 2.37A Blue Pin",Acer,"Laptop Charger",AC237B-1275,PObatch-1359,"2026-02-24 00:00:00",WH2,Liz,International,"Joephy Optina"
