"Unique Barcode",Description,Category,Brand,Supplier,"System Warehouse","Scanned Warehouse","System Location","Scanned Location","Audit Status",Outbounded,"Unit Cost","Scanned Date"
94924889-619,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-620,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-621,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-622,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-623,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-624,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-625,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-626,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-627,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-628,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-629,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-630,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-631,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-632,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-633,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-634,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-635,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-636,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-637,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-638,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-639,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-640,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-641,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-642,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-643,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-644,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-645,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-646,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-647,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-648,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-649,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-650,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-651,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-652,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-653,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-655,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-656,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-657,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-658,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-659,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-660,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-661,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-662,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-663,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-664,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-665,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-666,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-667,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-668,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-669,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-670,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-671,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-672,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-673,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-674,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-675,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-676,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-677,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-678,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-679,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-680,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-681,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-682,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-683,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-684,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-685,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-686,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-687,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-688,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-689,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-690,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-691,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-692,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
94924889-693,"Laptop Charger Lenovo 20V 3.25A Bullet Pin Original","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,355.33,"2026-07-21 07:45:59"
44494203-483,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-484,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-485,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-486,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-487,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-488,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-489,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-490,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-491,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-492,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-493,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-494,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-495,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-496,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-497,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-498,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-499,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-500,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-501,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-502,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-503,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-504,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-505,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-506,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-507,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-508,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-509,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-510,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-511,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-512,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-513,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-514,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-515,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-516,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-517,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-518,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
44494203-519,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,159.61,"2026-07-21 07:46:00"
